customer_id,region,plan_type,contract_type,payment_method,tenure_months,monthly_charges_inr,avg_login_days_per_month,support_tickets_last_90_days,payment_delay_days,data_usage_gb,satisfaction_score,last_complaint_days_ago,discount_percent,autopay_enabled,referral_count,churn
CUST0771,South,Standard,Month-to-month,Debit Card,35,477.49,14,0,10,47.83,7.9,138,0,0,4,0
CUST0772,Central,Premium,One-year,Debit Card,28,1193.33,19,0,0,90.32,7.7,64,15,1,1,0
CUST0773,West,Basic,Month-to-month,UPI,10,380.36,22,0,2,58.97,7.5,142,0,1,1,0
CUST0774,West,Premium,Month-to-month,Net Banking,6,1113.21,19,8,0,80.52,7.2,75,10,0,0,1
CUST0775,East,Basic,One-year,UPI,13,351.71,8,1,7,65.67,6.5,29,10,0,0,0
CUST0776,West,Basic,Month-to-month,Credit Card,24,323.08,19,1,11,35.46,8.1,148,15,1,1,0
CUST0777,North,Standard,Month-to-month,Net Banking,20,764.54,19,5,8,69.87,6.1,28,15,1,0,0
CUST0778,Central,Basic,One-year,Wallet,28,467.64,6,3,5,3.22,8.7,5,15,1,1,0
CUST0779,West,Premium,Month-to-month,Net Banking,51,891.89,22,2,3,155.06,6.5,23,0,1,1,0
CUST0780,Central,Standard,Two-year,UPI,22,657.18,15,3,2,73.31,8.2,0,10,1,4,0
CUST0781,East,Basic,Month-to-month,Net Banking,34,379.62,6,1,12,69.48,6.0,6,5,1,1,0
CUST0782,South,Standard,Month-to-month,Wallet,49,682.17,16,2,3,56.94,5.6,0,10,1,2,0
CUST0783,Central,Premium,Month-to-month,Wallet,20,966.18,29,3,7,110.04,8.2,15,0,0,0,0
CUST0784,West,Basic,Month-to-month,Credit Card,16,396.53,11,4,3,40.41,6.1,228,0,0,1,0
CUST0785,North,Premium,One-year,UPI,34,1260.08,17,1,7,141.75,7.3,56,0,1,0,0
CUST0786,Central,Basic,One-year,Wallet,18,377.75,8,1,4,4.74,7.8,0,0,0,0,0
CUST0787,South,Premium,Two-year,Wallet,18,1202.89,30,2,7,138.37,9.5,14,0,1,2,0
CUST0788,West,Premium,Month-to-month,Debit Card,23,970.7,20,2,2,134.76,6.5,56,5,1,1,0
CUST0789,East,Basic,Month-to-month,Wallet,8,405.13,19,2,0,70.38,5.4,10,0,1,1,0
CUST0790,South,Standard,Month-to-month,Net Banking,39,714.51,30,4,4,72.55,5.6,0,0,1,0,0
CUST0791,North,Standard,Month-to-month,Wallet,8,523.12,18,0,3,98.37,5.7,207,0,1,0,0
CUST0792,North,Standard,One-year,Credit Card,8,725.42,20,2,0,108.09,8.0,72,0,0,3,0
CUST0793,Central,Basic,Two-year,Wallet,72,396.51,17,1,5,34.84,7.0,19,5,0,1,0
CUST0794,East,Basic,Two-year,Credit Card,28,468.6,12,2,2,3.3,5.7,69,15,1,1,0
CUST0795,Central,Standard,One-year,Net Banking,6,681.59,30,0,1,74.3,8.6,23,5,1,2,0
CUST0796,North,Basic,Month-to-month,Net Banking,31,399.31,19,2,4,82.16,6.3,1,10,1,0,0
CUST0797,East,Standard,Month-to-month,Debit Card,22,736.6,20,1,6,53.35,7.9,228,15,0,2,0
CUST0798,Central,Basic,Month-to-month,Wallet,48,399.12,9,1,2,73.91,6.4,80,0,1,0,0
CUST0799,West,Enterprise,Two-year,Debit Card,31,1476.46,17,3,0,180.87,8.6,7,15,1,1,0
CUST0800,Central,Standard,One-year,Credit Card,11,727.23,12,1,2,57.81,5.1,128,15,1,1,0
CUST0801,South,Standard,One-year,Wallet,26,851.29,22,2,0,35.66,6.8,165,20,0,0,0
CUST0802,South,Basic,Month-to-month,UPI,28,406.94,16,2,3,48.74,7.8,31,15,1,0,0
CUST0803,North,Basic,One-year,Credit Card,19,416.08,16,3,0,21.1,9.2,83,20,0,2,0
CUST0804,Central,Premium,Month-to-month,Wallet,7,1151.65,10,1,7,124.88,7.8,9,5,1,0,0
CUST0805,Central,Basic,Month-to-month,Wallet,22,388.46,10,2,6,72.71,5.2,4,0,1,0,0
CUST0806,West,Premium,Two-year,Net Banking,6,1019.77,17,1,0,154.58,10,62,0,1,1,0
CUST0807,East,Standard,Two-year,Wallet,43,603.2,16,1,7,48.72,6.5,0,10,1,1,0
CUST0808,Central,Premium,One-year,Debit Card,15,1078.39,23,2,0,144.23,9.4,90,20,1,1,0
CUST0809,East,Basic,One-year,Debit Card,30,347.62,13,1,2,65.55,6.7,29,0,1,1,0
CUST0810,South,Basic,Two-year,Wallet,15,405.5,10,0,3,87.82,5.7,11,15,1,1,0
CUST0811,East,Basic,One-year,Debit Card,13,377.41,22,1,0,67.9,8.5,8,20,0,1,0
CUST0812,East,Standard,Month-to-month,Net Banking,52,778.4,18,0,1,108.47,9.4,41,0,1,4,0
CUST0813,North,Standard,Month-to-month,Credit Card,35,603.76,25,1,3,66.53,7.6,2,10,1,1,0
CUST0814,West,Premium,Month-to-month,Debit Card,23,1030.3,21,2,0,136.63,8.0,45,20,1,1,0
CUST0815,Central,Basic,One-year,UPI,16,485.26,7,2,6,56.05,9.3,114,20,1,2,0
CUST0816,North,Basic,Month-to-month,Wallet,29,386.8,17,3,1,19.14,5.5,120,0,0,1,0
CUST0817,West,Premium,Two-year,Debit Card,16,1097.65,29,3,5,137.69,9.2,64,0,0,2,0
CUST0818,South,Premium,Month-to-month,Debit Card,17,1032.57,20,1,2,148.8,6.1,68,5,0,0,0
CUST0819,East,Standard,One-year,UPI,48,715.06,27,2,7,105.11,6.1,0,0,0,0,0
CUST0820,South,Enterprise,One-year,UPI,25,1525.55,27,3,5,190.72,6.0,0,15,0,1,0
CUST0821,Central,Basic,One-year,Debit Card,11,420.94,25,5,7,7.49,3.3,52,0,0,1,0
CUST0822,South,Premium,Month-to-month,UPI,21,1121.33,11,1,4,117.62,5.5,1,0,1,0,0
CUST0823,West,Basic,Month-to-month,Net Banking,36,446.78,11,7,0,48.0,5.9,0,0,1,0,0
CUST0824,Central,Standard,One-year,Net Banking,7,683.3,19,3,9,85.96,5.8,61,5,0,0,0
CUST0825,North,Premium,One-year,Wallet,19,1088.6,25,3,0,141.48,5.2,37,10,1,1,0
CUST0826,West,Premium,One-year,UPI,32,1122.17,27,2,2,107.99,5.6,132,5,1,1,0
CUST0827,South,Standard,Month-to-month,Credit Card,33,724.59,20,1,16,39.35,4.0,14,15,0,0,0
CUST0828,East,Basic,Two-year,Debit Card,31,393.86,26,2,4,39.46,6.5,11,10,1,0,0
CUST0829,East,Basic,Month-to-month,Credit Card,7,433.57,14,0,0,41.82,8.4,8,5,1,1,0
CUST0830,East,Basic,One-year,UPI,32,406.95,11,1,1,38.16,4.7,53,15,1,1,0
CUST0831,South,Standard,Month-to-month,Net Banking,15,629.79,11,1,1,136.44,7.1,9,15,0,0,0
CUST0832,Central,Standard,Month-to-month,Credit Card,23,787.55,22,2,1,65.34,7.2,18,10,1,1,0
CUST0833,South,Premium,Month-to-month,Credit Card,11,1031.33,27,2,12,154.12,9.8,50,20,1,1,0
CUST0834,Central,Premium,One-year,UPI,34,1180.62,15,0,1,129.25,8.0,84,15,1,2,0
CUST0835,North,Premium,Month-to-month,Net Banking,22,1125.83,26,1,8,129.55,9.6,87,15,0,5,0
CUST0836,North,Premium,Month-to-month,Net Banking,22,1256.81,18,3,11,133.65,3.4,16,0,0,1,0
CUST0837,South,Standard,One-year,UPI,20,815.68,8,3,0,90.76,4.7,46,20,0,0,0
CUST0838,South,Standard,One-year,Credit Card,13,773.69,11,1,2,83.66,7.5,14,20,1,0,0
CUST0839,East,Premium,One-year,Net Banking,19,1198.74,18,0,1,142.89,10,53,0,1,1,0
CUST0840,North,Standard,One-year,Debit Card,18,711.71,21,1,0,60.79,7.3,126,5,1,1,0
CUST0841,North,Basic,One-year,Debit Card,17,397.43,11,0,1,45.87,7.7,111,5,1,0,0
CUST0842,West,Premium,Month-to-month,Debit Card,26,929.69,17,4,15,144.27,6.9,148,10,0,1,0
CUST0843,Central,Standard,Month-to-month,Credit Card,16,655.35,14,1,0,45.2,7.8,27,10,1,2,0
CUST0844,South,Standard,Month-to-month,Credit Card,29,710.28,28,0,3,55.87,8.3,144,0,0,3,0
CUST0845,South,Premium,Month-to-month,Net Banking,7,1179.8,18,2,14,150.27,8.2,41,0,0,3,0
CUST0846,West,Premium,Two-year,Wallet,19,1136.11,21,5,2,142.45,4.3,0,15,0,0,0
CUST0847,South,Standard,Month-to-month,Debit Card,9,665.09,16,1,0,29.96,8.4,50,0,1,3,1
CUST0848,East,Standard,One-year,Wallet,24,571.08,28,2,12,41.51,7.9,0,10,1,0,0
CUST0849,East,Basic,Month-to-month,Net Banking,12,404.94,17,2,0,13.94,5.0,48,0,1,2,0
CUST0850,East,Basic,One-year,Wallet,13,388.29,16,3,0,46.09,6.2,120,10,1,0,0
CUST0851,Central,Standard,Month-to-month,UPI,71,778.68,17,0,2,63.71,8.1,64,15,0,2,0
CUST0852,West,Standard,One-year,Net Banking,17,744.45,16,1,0,117.46,7.4,99,15,1,0,0
CUST0853,East,Basic,Month-to-month,Debit Card,15,389.41,21,3,0,49.84,10,80,0,0,4,0
CUST0854,East,Premium,One-year,Wallet,29,1213.15,20,3,2,117.45,6.4,0,0,1,0,0
CUST0855,Central,Standard,One-year,Debit Card,15,726.36,18,1,4,65.42,8.8,56,0,0,1,0
CUST0856,East,Standard,Two-year,Debit Card,16,919.8,9,1,1,62.34,6.6,0,0,1,0,0
CUST0857,South,Basic,One-year,Wallet,13,454.47,19,1,5,86.08,6.6,5,15,1,1,0
CUST0858,West,Standard,Month-to-month,Credit Card,29,536.44,24,1,3,73.85,8.1,167,0,1,2,0
CUST0859,Central,Standard,Month-to-month,Credit Card,25,567.34,13,3,2,62.89,6.5,84,0,1,1,0
CUST0860,South,Standard,Month-to-month,Net Banking,35,705.26,9,1,4,83.17,5.5,7,0,1,0,0
CUST0861,North,Basic,Month-to-month,UPI,25,445.26,20,2,2,0.5,5.6,168,0,1,0,0
CUST0862,South,Standard,Two-year,Wallet,24,533.77,26,2,1,66.84,8.9,35,10,1,2,0
CUST0863,North,Basic,Month-to-month,Net Banking,23,264.43,19,1,5,35.15,6.8,11,5,1,0,0
CUST0864,North,Standard,Two-year,UPI,9,576.36,13,4,0,89.85,4.8,26,15,1,3,0
CUST0865,East,Standard,Two-year,Debit Card,17,835.67,23,1,0,40.43,7.4,9,5,0,1,0
CUST0866,Central,Standard,Month-to-month,Credit Card,25,590.91,16,1,4,24.56,7.0,95,0,1,0,0
CUST0867,North,Enterprise,Month-to-month,UPI,13,1683.2,23,6,5,222.5,4.1,0,0,0,1,1
CUST0868,East,Basic,Month-to-month,Credit Card,29,423.06,17,1,5,49.54,7.6,9,5,0,1,0
CUST0869,Central,Basic,Two-year,Credit Card,26,420.89,22,1,2,32.86,6.0,71,20,0,1,0
CUST0870,Central,Basic,One-year,Net Banking,24,342.44,15,1,1,33.49,7.2,0,0,1,1,0
CUST0871,West,Basic,Month-to-month,UPI,35,361.28,17,4,2,39.51,6.3,0,5,1,0,0
CUST0872,South,Standard,One-year,Debit Card,48,678.56,15,1,4,115.11,7.5,17,0,0,1,0
CUST0873,East,Standard,Two-year,Debit Card,13,621.82,16,4,3,70.86,3.6,0,0,1,0,0
CUST0874,West,Enterprise,One-year,Credit Card,14,1420.04,19,2,8,231.79,7.7,38,0,0,1,0
CUST0875,East,Basic,One-year,Net Banking,19,363.43,13,2,5,60.32,6.6,0,0,0,0,0
CUST0876,West,Premium,One-year,UPI,42,1378.06,13,3,0,120.5,6.4,27,0,1,1,0
CUST0877,East,Basic,Month-to-month,Credit Card,30,398.07,19,1,11,27.29,6.0,25,10,1,2,0
CUST0878,West,Enterprise,Month-to-month,Net Banking,45,1265.17,19,2,0,196.54,9.2,4,20,1,2,0
CUST0879,North,Standard,Month-to-month,Net Banking,13,666.1,16,1,0,87.55,4.7,97,15,1,1,0
CUST0880,North,Basic,Month-to-month,UPI,21,274.51,15,0,4,41.96,8.9,76,5,1,2,0
CUST0881,South,Basic,Month-to-month,Debit Card,51,458.25,23,2,4,5.69,6.7,0,0,1,1,0
CUST0882,North,Standard,Month-to-month,Net Banking,26,636.83,23,4,1,73.53,5.6,177,20,1,1,0
CUST0883,South,Premium,Month-to-month,Credit Card,38,1104.76,27,2,16,153.26,5.9,27,0,0,0,0
CUST0884,Central,Standard,Month-to-month,UPI,30,617.32,15,0,11,104.99,8.5,38,20,0,1,0
CUST0885,North,Premium,Month-to-month,UPI,28,1047.5,27,2,0,137.05,5.4,75,5,0,0,0
CUST0886,West,Basic,Month-to-month,Wallet,13,366.0,12,4,0,13.01,4.2,152,20,1,2,0
CUST0887,North,Premium,Month-to-month,UPI,20,1005.68,22,4,0,106.42,5.1,0,20,0,0,0
CUST0888,South,Standard,Two-year,UPI,35,686.45,12,0,2,78.75,9.6,4,20,1,2,0
CUST0889,West,Standard,Two-year,UPI,26,721.5,20,4,21,55.71,4.1,0,15,0,1,0
CUST0890,Central,Premium,Month-to-month,Net Banking,40,1192.21,14,8,13,165.67,3.4,0,15,0,0,0
CUST0891,East,Standard,One-year,Net Banking,11,621.28,16,2,2,59.13,7.3,0,0,1,0,0
CUST0892,North,Basic,One-year,Credit Card,27,396.13,7,0,0,0.5,6.3,8,15,0,2,0
CUST0893,East,Basic,One-year,Credit Card,24,480.03,14,0,2,25.72,6.9,30,15,0,0,0
CUST0894,West,Standard,Month-to-month,Wallet,58,719.82,19,0,1,81.72,9.4,28,0,0,1,0
CUST0895,Central,Basic,Month-to-month,UPI,18,450.0,19,2,6,70.82,4.9,107,5,0,0,0
CUST0896,South,Premium,One-year,Credit Card,14,1145.11,21,3,1,135.96,7.5,0,20,0,0,0
CUST0897,Central,Basic,Month-to-month,UPI,34,417.08,15,3,13,36.14,5.1,77,0,1,2,0
CUST0898,East,Basic,One-year,Debit Card,20,379.56,18,1,3,43.3,8.7,70,10,0,4,0
CUST0899,Central,Basic,Month-to-month,UPI,10,414.57,21,2,15,15.55,7.2,52,5,1,1,0
CUST0900,East,Standard,Month-to-month,Credit Card,19,716.34,18,0,2,103.54,7.9,334,0,0,4,0
CUST0901,West,Standard,Two-year,Net Banking,14,589.48,14,2,5,43.93,6.7,33,0,0,3,0
CUST0902,West,Basic,Month-to-month,Credit Card,39,387.9,15,2,12,29.15,5.9,0,5,0,0,0
CUST0903,Central,Premium,Month-to-month,UPI,28,1069.37,26,4,0,125.34,9.5,65,0,0,2,0
CUST0904,West,Standard,Month-to-month,Credit Card,22,681.39,20,2,11,87.72,6.2,7,15,1,0,0
CUST0905,North,Premium,Two-year,Credit Card,8,1266.62,19,4,2,102.12,6.2,0,5,0,0,0
CUST0906,North,Standard,Month-to-month,Credit Card,25,649.36,17,2,4,118.93,5.3,38,10,1,0,0
CUST0907,West,Standard,Month-to-month,Wallet,43,717.52,18,3,5,106.12,5.5,0,0,0,1,0
CUST0908,South,Premium,One-year,Debit Card,20,1259.99,29,1,3,143.05,7.1,191,5,0,0,0
CUST0909,West,Basic,Month-to-month,Net Banking,9,427.09,16,3,5,55.33,6.3,49,10,0,2,0
CUST0910,South,Premium,One-year,Wallet,11,1170.93,12,2,7,99.32,7.0,32,15,1,0,0
CUST0911,South,Basic,Two-year,Net Banking,9,343.2,23,3,4,53.04,5.5,3,15,1,0,0
CUST0912,South,Basic,Month-to-month,Credit Card,5,349.27,21,1,4,0.5,8.7,62,5,1,2,0
CUST0913,North,Enterprise,Two-year,Wallet,43,1676.98,21,3,5,235.57,6.9,0,10,1,0,0
CUST0914,West,Standard,One-year,UPI,16,415.86,16,2,1,105.08,7.6,138,15,0,1,0
CUST0915,South,Standard,Month-to-month,Net Banking,25,675.47,15,3,2,50.86,8.9,0,0,1,2,0
CUST0916,East,Premium,Two-year,Credit Card,37,1230.29,20,7,0,122.87,6.2,0,5,0,0,0
CUST0917,West,Basic,One-year,Credit Card,15,440.19,2,3,0,21.39,6.7,108,15,1,3,0
CUST0918,South,Standard,One-year,Net Banking,23,827.63,17,0,0,68.7,10,297,5,1,0,0
CUST0919,East,Basic,One-year,Net Banking,42,409.27,15,0,0,75.93,7.4,35,15,0,2,0
CUST0920,Central,Basic,Two-year,Wallet,32,340.52,14,1,0,43.8,5.3,82,0,1,2,0
CUST0921,Central,Premium,One-year,UPI,44,1039.06,22,4,0,147.81,7.1,0,20,0,1,0
CUST0922,East,Standard,Month-to-month,UPI,12,690.5,12,1,0,63.88,6.1,9,5,0,0,0
CUST0923,South,Basic,One-year,Credit Card,60,367.7,17,0,8,46.33,7.3,48,5,0,2,0
CUST0924,South,Standard,Two-year,Wallet,12,673.79,16,4,2,55.18,5.2,0,20,1,2,0
CUST0925,East,Premium,Month-to-month,Net Banking,10,978.84,19,1,1,126.16,6.2,219,0,0,0,0
CUST0926,West,Standard,Month-to-month,UPI,28,721.96,18,6,10,88.53,5.3,31,20,1,0,0
CUST0927,North,Premium,Month-to-month,Debit Card,33,1145.07,22,3,0,131.8,10,26,0,1,1,0
CUST0928,North,Basic,Two-year,Debit Card,16,406.17,23,0,0,75.67,8.8,31,0,0,3,0
CUST0929,Central,Basic,Month-to-month,Credit Card,46,415.42,16,0,12,94.84,7.9,5,20,0,0,0
CUST0930,East,Standard,Two-year,Net Banking,39,626.74,19,2,7,74.33,7.7,59,10,1,0,0
CUST0931,Central,Basic,Month-to-month,Credit Card,44,345.87,14,2,8,122.58,6.1,162,20,0,1,0
CUST0932,Central,Standard,One-year,Net Banking,22,599.67,16,0,5,61.65,8.7,2,20,1,2,0
CUST0933,East,Standard,Month-to-month,Credit Card,36,743.05,7,3,0,73.06,6.0,14,0,1,0,0
CUST0934,South,Standard,Month-to-month,UPI,21,645.4,13,2,0,60.73,8.9,69,5,0,1,0
CUST0935,East,Standard,Month-to-month,Wallet,18,701.88,15,0,2,72.44,8.8,148,0,1,3,0
CUST0936,South,Standard,One-year,Credit Card,8,420.42,16,5,2,52.4,3.1,0,0,0,1,0
CUST0937,South,Standard,Month-to-month,Debit Card,23,828.85,18,0,3,93.18,7.3,21,0,1,0,0
CUST0938,West,Basic,Month-to-month,Debit Card,28,312.21,10,3,1,53.73,5.4,89,15,1,0,0
CUST0939,South,Basic,Month-to-month,Net Banking,2,383.4,16,1,2,40.28,9.0,3,10,1,4,0
CUST0940,East,Enterprise,Month-to-month,Wallet,33,1438.29,15,2,0,195.18,6.8,24,20,1,0,0
CUST0941,South,Basic,Two-year,Wallet,43,415.8,9,0,5,25.59,10,99,15,1,4,0
CUST0942,North,Basic,Month-to-month,Net Banking,20,425.51,18,4,7,74.63,7.3,22,0,1,1,0
CUST0943,West,Basic,One-year,Credit Card,16,384.16,19,3,1,67.31,4.8,0,5,0,2,0
CUST0944,East,Standard,One-year,Credit Card,52,646.14,11,2,5,95.65,8.4,75,0,0,2,0
CUST0945,Central,Standard,One-year,UPI,45,517.01,22,3,4,90.75,7.3,7,10,0,1,0
CUST0946,West,Standard,Two-year,Debit Card,24,599.61,27,2,6,94.25,6.3,18,0,1,1,0
CUST0947,East,Standard,Month-to-month,Debit Card,19,801.0,15,3,6,52.92,6.9,4,5,1,0,0
CUST0948,West,Basic,One-year,Net Banking,16,510.7,22,3,1,41.84,5.9,0,10,0,1,0
CUST0949,South,Enterprise,Month-to-month,Net Banking,24,1932.27,14,1,1,226.58,10,141,15,1,2,0
CUST0950,East,Basic,Two-year,Wallet,12,437.51,14,3,2,99.43,3.7,0,0,1,1,0
CUST0951,West,Standard,Month-to-month,Debit Card,8,824.31,17,3,3,97.96,6.2,8,0,1,0,0
CUST0952,West,Premium,Month-to-month,Credit Card,41,1166.24,24,1,2,93.6,10,77,5,1,2,0
CUST0953,West,Premium,One-year,Debit Card,35,1292.31,26,2,0,168.7,6.5,175,15,1,2,0
CUST0954,West,Premium,Month-to-month,Debit Card,14,1166.08,25,3,1,96.87,9.8,17,0,1,1,0
CUST0955,North,Standard,Month-to-month,Credit Card,26,606.38,14,1,2,104.53,9.2,84,0,1,2,0
CUST0956,Central,Enterprise,One-year,Debit Card,15,2001.54,19,1,1,178.76,6.5,42,10,1,2,0
CUST0957,East,Standard,Month-to-month,UPI,24,742.08,22,1,2,80.32,9.2,58,15,1,2,0
CUST0958,East,Basic,One-year,Credit Card,25,358.47,24,0,2,36.02,6.3,26,10,1,2,0
CUST0959,East,Basic,Month-to-month,Net Banking,30,282.03,10,2,11,50.86,6.9,24,0,0,0,0
CUST0960,North,Enterprise,Month-to-month,Credit Card,14,1695.26,21,1,0,226.53,6.3,86,15,1,0,0
CUST0961,East,Premium,One-year,Debit Card,23,1138.54,12,3,6,163.74,4.9,24,20,1,3,0
CUST0962,North,Standard,Month-to-month,Credit Card,24,609.5,18,1,2,31.87,8.4,0,0,1,4,0
CUST0963,North,Standard,Month-to-month,Credit Card,21,623.78,17,1,2,34.1,6.7,41,0,0,0,0
CUST0964,Central,Basic,Two-year,Wallet,41,427.64,17,2,2,56.23,7.3,0,15,1,0,0
CUST0965,North,Premium,Month-to-month,UPI,48,1327.06,13,2,0,131.81,6.0,33,0,1,0,0
CUST0966,Central,Basic,Month-to-month,Net Banking,36,462.76,12,3,7,48.02,6.9,0,15,1,0,0
CUST0967,South,Premium,Month-to-month,UPI,44,1116.6,19,2,3,112.13,5.8,35,0,1,1,0
CUST0968,North,Basic,Month-to-month,Credit Card,27,400.9,21,1,4,64.2,6.7,0,10,1,1,0
CUST0969,North,Basic,One-year,Net Banking,33,289.68,14,2,10,75.81,7.0,16,0,0,0,0
CUST0970,East,Standard,Month-to-month,UPI,39,812.87,23,1,2,78.33,4.5,107,0,0,1,0
CUST0971,South,Premium,One-year,Wallet,39,1152.87,16,2,0,125.13,6.5,0,15,1,1,0
CUST0972,Central,Standard,Month-to-month,Debit Card,27,671.19,19,2,1,75.48,6.0,50,5,0,0,0
CUST0973,Central,Premium,One-year,Wallet,19,1134.45,15,2,2,168.81,4.4,27,0,0,0,0
CUST0974,East,Basic,Month-to-month,Credit Card,33,365.98,15,0,3,41.63,6.6,48,0,1,0,0
CUST0975,Central,Enterprise,Month-to-month,Credit Card,36,1802.91,26,1,3,197.58,7.8,34,20,1,1,0
CUST0976,South,Basic,One-year,UPI,9,379.88,20,3,5,21.42,5.2,79,5,1,2,0
CUST0977,North,Standard,Month-to-month,Debit Card,39,765.32,20,2,2,63.82,5.4,40,10,0,0,0
CUST0978,North,Premium,One-year,Wallet,14,845.06,18,1,0,55.16,7.9,79,0,0,0,0
CUST0979,West,Basic,One-year,Debit Card,27,376.95,16,1,2,45.94,8.0,34,0,1,0,0
CUST0980,West,Premium,Month-to-month,UPI,13,1336.78,22,2,1,93.75,6.2,83,20,0,1,1
CUST0981,West,Standard,One-year,Net Banking,65,755.11,12,1,6,72.89,6.2,0,15,1,1,0
CUST0982,North,Basic,Month-to-month,Wallet,72,480.99,14,1,11,36.26,6.2,92,20,1,1,0
CUST0983,South,Basic,Two-year,Debit Card,34,408.92,15,2,0,21.34,6.9,25,15,1,1,0
CUST0984,East,Basic,Month-to-month,Net Banking,30,374.16,12,0,2,66.17,8.4,56,20,1,2,0
CUST0985,East,Premium,One-year,Net Banking,31,1251.65,22,3,3,160.27,6.5,0,10,1,1,0
CUST0986,West,Enterprise,Month-to-month,Credit Card,14,1976.01,30,6,5,183.24,6.5,39,0,0,1,0
CUST0987,North,Basic,Two-year,UPI,30,440.63,21,2,1,28.5,7.1,4,20,0,0,0
CUST0988,Central,Standard,Two-year,Net Banking,15,717.39,14,0,0,92.52,8.8,48,20,0,2,0
CUST0989,West,Standard,One-year,Wallet,19,728.15,13,2,11,91.37,8.7,30,10,0,1,0
CUST0990,Central,Standard,Month-to-month,Debit Card,19,553.9,14,1,5,118.96,6.5,40,15,0,0,0
CUST0991,West,Enterprise,Two-year,UPI,68,1663.35,28,3,8,194.95,6.6,13,10,0,0,0
CUST0992,East,Standard,Month-to-month,Wallet,49,786.04,19,3,8,71.82,4.6,0,20,0,0,0
CUST0993,Central,Basic,Month-to-month,UPI,16,439.81,15,3,3,64.65,6.6,0,20,1,1,0
CUST0994,South,Standard,Month-to-month,Wallet,12,782.05,24,3,5,59.14,6.2,21,15,0,0,0
CUST0995,East,Standard,Month-to-month,Debit Card,42,604.7,20,2,7,84.06,7.9,202,5,0,1,0
CUST0996,North,Basic,Month-to-month,Wallet,14,394.89,16,2,2,14.29,6.0,14,20,0,1,0
CUST0997,North,Standard,Month-to-month,Debit Card,22,724.41,24,0,4,78.26,6.3,93,20,0,0,0
CUST0998,East,Basic,Month-to-month,UPI,36,373.28,17,2,5,65.0,5.8,29,0,0,0,0
CUST0999,Central,Basic,Month-to-month,Net Banking,27,479.38,18,1,5,14.9,8.4,100,15,1,0,0
CUST1000,West,Standard,One-year,Debit Card,45,607.78,20,1,6,46.36,6.8,0,15,0,3,0
CUST1001,East,Premium,Month-to-month,Credit Card,25,1162.76,17,2,6,163.38,7.1,24,10,1,0,0
CUST1002,West,Basic,One-year,Debit Card,20,372.58,16,0,6,74.73,7.9,39,0,1,0,0
CUST1003,South,Premium,One-year,Wallet,33,1132.48,23,3,2,123.34,6.4,60,5,0,2,0
CUST1004,North,Standard,One-year,Wallet,22,815.39,24,5,6,66.21,4.7,0,20,1,1,0
CUST1005,West,Basic,Month-to-month,Wallet,20,342.1,21,1,3,49.69,10,82,10,0,3,0
CUST1006,West,Standard,Month-to-month,Debit Card,12,709.7,16,0,0,47.4,9.4,67,20,1,1,0
CUST1007,Central,Standard,One-year,Net Banking,14,665.86,15,4,0,96.1,6.9,42,0,1,1,0
CUST1008,South,Standard,Month-to-month,Net Banking,12,776.59,17,4,7,98.83,6.6,14,20,1,0,0
CUST1009,Central,Standard,Two-year,Wallet,38,722.02,18,3,0,56.51,5.3,83,10,1,1,0
CUST1010,South,Basic,Month-to-month,Net Banking,37,391.23,18,0,0,56.8,6.9,71,0,0,0,0
CUST1011,North,Basic,Month-to-month,Debit Card,25,396.84,8,0,2,22.01,9.4,93,20,0,1,0
CUST1012,Central,Premium,One-year,Debit Card,16,1118.62,15,6,6,145.32,5.9,55,0,0,1,0
CUST1013,West,Basic,Month-to-month,Debit Card,27,389.63,17,0,1,94.21,9.5,67,10,1,2,0
CUST1014,East,Standard,Month-to-month,Credit Card,19,618.28,17,1,3,44.83,6.2,152,0,0,0,0
CUST1015,West,Basic,One-year,UPI,14,460.77,12,1,10,41.02,6.7,65,0,0,0,0
CUST1016,West,Basic,Month-to-month,UPI,33,362.64,14,1,1,62.09,6.1,25,5,1,0,0
CUST1017,South,Standard,One-year,Credit Card,29,718.32,26,1,0,76.15,7.8,91,0,1,0,0
CUST1018,Central,Basic,One-year,Wallet,35,388.53,9,0,0,66.61,7.0,44,5,1,0,0
CUST1019,East,Standard,One-year,Debit Card,19,676.09,23,1,0,133.69,8.1,209,15,1,3,0
CUST1020,South,Premium,Two-year,Credit Card,10,1208.36,16,2,12,179.05,6.1,2,0,0,1,0
CUST1021,North,Standard,Month-to-month,Wallet,16,596.95,10,2,0,78.79,7.0,109,10,1,0,0
CUST1022,South,Basic,Month-to-month,Net Banking,50,435.75,21,1,0,69.66,8.1,0,5,1,1,0
CUST1023,North,Standard,One-year,Debit Card,7,733.06,14,1,6,106.43,8.3,32,20,1,4,0
CUST1024,South,Premium,One-year,UPI,17,1081.71,25,2,4,148.65,6.1,94,5,1,0,0
CUST1025,Central,Enterprise,Month-to-month,UPI,22,1608.64,22,2,6,215.72,5.2,0,0,1,1,0
CUST1026,East,Premium,Month-to-month,Debit Card,37,1087.31,11,2,4,130.76,6.7,139,0,1,0,0
CUST1027,West,Basic,Two-year,Credit Card,42,399.04,12,2,0,6.67,5.1,6,20,0,0,0
CUST1028,North,Standard,One-year,Debit Card,18,676.64,17,3,0,69.27,6.1,1,10,1,1,0
